id,type,brand,series,models,price,year,title,url,images
7499,desktop,ASUS,,,30,2018,ASUS PB60S Intel Core i5 8th Gen,pb60s-intel-core-i5-8th-gen,asus-pb60s-intel-core-i5-8th-gen.webp
7501,desktop,ASUS,,,25,2020,ASUS Mini PC PN50 AMD Ryzen 3,mini-pc-pn50-amd-ryzen-3,asus-mini-pc-pn50-amd-ryzen-3.webp
7502,desktop,ASUS,,,35,2020,ASUS Mini PC PN50 AMD Ryzen 5,mini-pc-pn50-amd-ryzen-5,asus-mini-pc-pn50-amd-ryzen-5.webp
7503,desktop,ASUS,,,25,2018,ASUS Mini PC PN60 Intel Core i3 8th Gen,mini-pc-pn60-intel-core-i3-8th-gen,asus-mini-pc-pn60-intel-core-i3-8th-gen.webp
7504,desktop,ASUS,,,30,2018,ASUS Mini PC PN60 Intel Core i5 8th Gen,mini-pc-pn60-intel-core-i5-8th-gen,asus-mini-pc-pn60-intel-core-i5-8th-gen.webp
7505,desktop,ASUS,,,40,2018,ASUS Mini PC PN60 Intel Core i7 8th Gen,mini-pc-pn60-intel-core-i7-8th-gen,asus-mini-pc-pn60-intel-core-i7-8th-gen.webp
7506,desktop,ASUS,,,70,2019,ASUS Mini PC ProArt PA90 Intel Core i7 9th Gen,mini-pc-proart-pa90-intel-core-i7-9th-gen,asus-mini-pc-proart-pa90-intel-core-i7-9th-gen.webp
7507,desktop,ASUS,,,175,2019,ASUS ProArt Station D940MX Intel Core i9 9th Gen,proart-station-d940mx-intel-core-i9-9th-gen,asus-proart-station-d940mx-intel-core-i9-9th-gen.webp
7508,desktop,ASUS,,,20,2015,ASUS ROG GR6,rog-gr6,asus-rog-gr6.webp
7509,desktop,ASUS,,,70,2017,ASUS ROG GR8 II Intel Core i7 7th Gen,rog-gr8-ii-intel-core-i7-7th-gen,asus-rog-gr8-ii-intel-core-i7-7th-gen.webp
7510,desktop,ASUS,,,55,2014,ASUS ROG GR8 Intel Core i7 7th Gen,rog-gr8-intel-core-i7-7th-gen,asus-rog-gr8-intel-core-i7-7th-gen.webp
7511,desktop,ASUS,,,70,2015,ASUS VivoMini UN42,vivomini-un42,asus-vivomini-un42.webp
7516,desktop,ASUS,,,20,2020,ASUS VivoMini UN65 Intel Core i3 7th Gen,vivomini-un65-intel-core-i3-7th-gen,asus-desktop.webp
7517,desktop,ASUS,,,25,2017,ASUS VivoMini UN65 Intel Core i5 7th Gen,vivomini-un65-intel-core-i5-7th-gen,asus-vivomini-un65-intel-core-i5-7th-gen.webp
7518,desktop,ASUS,,,30,2017,ASUS VivoMini UN65 Intel Core i7 7th Gen,vivomini-un65-intel-core-i7-7th-gen,asus-vivomini-un65-intel-core-i7-7th-gen.webp
7519,desktop,ASUS,,,25,2016,ASUS VivoMini UN65H Intel Core i3 6th Gen,vivomini-un65h-intel-core-i3-6th-gen,asus-vivomini-un65h-intel-core-i3-6th-gen.webp
7520,desktop,ASUS,,,30,2016,ASUS VivoMini UN65H Intel Core i5 6th Gen,vivomini-un65h-intel-core-i5-6th-gen,asus-vivomini-un65h-intel-core-i5-6th-gen.webp
7522,desktop,ASUS,,,25,2017,ASUS VivoMini UN65U Intel Core i5 7th Gen,vivomini-un65u-intel-core-i5-7th-gen,asus-vivomini-un65u-intel-core-i5-7th-gen.webp
7523,desktop,ASUS,,,45,2018,ASUS VivoMini UN68U Intel Core i7 8th Gen,vivomini-un68u-intel-core-i7-8th-gen,asus-vivomini-un68u-intel-core-i7-8th-gen.webp
7529,desktop,ASUS,,,40,2017,ASUS VivoMini VC66 Intel Core i5 7th Gen,vivomini-vc66-intel-core-i5-7th-gen,asus-vivomini-vc66-intel-core-i5-7th-gen.webp
7530,desktop,ASUS,,,50,2017,ASUS VivoMini VC66 Intel Core i7 7th Gen,vivomini-vc66-intel-core-i7-7th-gen,asus-vivomini-vc66-intel-core-i7-7th-gen.webp
7531,desktop,ASUS,,,45,2018,ASUS VivoMini VC66-C Intel Core i5 8th Gen,vivomini-vc66_c-intel-core-i5-8th-gen,asus-vivomini-vc66_c-intel-core-i5-8th-gen.webp
7532,desktop,ASUS,,,55,2020,ASUS VivoMini VC66-С2 Intel Core i5 10th Gen,vivomini-vc66_%D0%A12-intel-core-i5-10th-gen,
7533,desktop,ASUS,,,60,2020,ASUS VivoMini VC66-С2 Intel Core i7 10th Gen,vivomini-vc66_%D0%A12-intel-core-i7-10th-gen,
7535,desktop,ASUS,,,30,2016,ASUS VivoMini VC68R Intel Core i5 6th Gen,vivomini-vc68r-intel-core-i5-6th-gen,asus-vivomini-vc68r-intel-core-i5-6th-gen.webp
7536,desktop,ASUS,,,50,2017,ASUS VivoMini VC68V Intel Core i7 7th Gen,vivomini-vc68v-intel-core-i7-7th-gen,asus-vivomini-vc68v-intel-core-i7-7th-gen.webp
7537,desktop,ASUS,,,40,2017,ASUS VivoMini VC68V Intel Core i5 7th Gen,vivomini-vc68v-intel-core-i5-7th-gen,asus-vivomini-vc68v-intel-core-i5-7th-gen.webp
7540,desktop,ASUS,,,40,2017,ASUS VivoMini VM65 Intel Core i5 7th Gen,vivomini-vm65-intel-core-i5-7th-gen,asus-vivomini-vm65-intel-core-i5-7th-gen.webp
7542,desktop,ASUS,,,40,2017,ASUS VivoMini VM65N Intel Core i5 7th Gen,vivomini-vm65n-intel-core-i5-7th-gen,asus-vivomini-vm65n-intel-core-i5-7th-gen.webp
7555,desktop,ASUS,,,40,2016,ASUS G11CB Intel Core i7 6th Gen,g11cb-intel-core-i7-6th-gen,asus-g11cb-intel-core-i7-6th-gen.webp
7556,desktop,ASUS,,,25,2016,ASUS G11CB Intel Core i5 6th Gen,g11cb-intel-core-i5-6th-gen,asus-g11cb-intel-core-i5-6th-gen.webp
7557,desktop,ASUS,,,40,2016,ASUS G11CD Intel Core i7 6th Gen,g11cd-intel-core-i7-6th-gen,asus-g11cd-intel-core-i7-6th-gen.webp
7567,desktop,ASUS,,,35,2016,ASUS ROG G20CB Intel Core i5 6th Gen,rog-g20cb-intel-core-i5-6th-gen,asus-rog-g20cb-intel-core-i5-6th-gen.webp
7568,desktop,ASUS,,,45,2016,ASUS ROG G20CB Intel Core i7 6th Gen,rog-g20cb-intel-core-i7-6th-gen,asus-rog-g20cb-intel-core-i7-6th-gen.webp
